DOC_NO,PLANT,STAGE,OEM,VEH,PJT,OCC_DATE,REG_DATE,RETURN_YN,RTN_DATE,CTM_DATE,HK_FAULT_YN,COMP_DATE,STATUS,LOCATION,MARKET,M_CODE,TYPE_NAME,CAT_NAME,SUB_CAT_NAME,D2_PROBLEM,D0_EMERGENCY,D4_SMMY,D8_RESULT,D4_ROOT_CAUSE,D5_COUNTERMEASURE,URL
QI-2026-00115,IP,Mass Production,Renault-Nissan,Sandero,XJI,2026-04-28,2026-04-28,null,null,2026-05-07,N,2026-05-09,Complete,In-Line(OE),Africa,1035785,Damaged(Undefined),Damaged Tire,S/W,Deformation to the tires (damage from bead until shoulder area),- Request to OE Europe or technical service team to visit and check directly tire condition and process in customer assembly line (Somaca_Renault),"The tires have damaging from the bead area to the shoulder. Possible defect tire is deformation during shipment process or handling 
in customer logistic line.","About building process there normal parameter setting, and on  curing process the PA joint confirmed parallel with DOT position which rarely experiences defects while damage position not on carcass joint. 
So, based on internal investigation the deformation caused of external impact during shipment or handling in customer.",Deformation due to external impact or stuffing position during shipment,"Actually, no Issue. Make sure that Parallel stuffing should be conducted when shipment to Renault",https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19dd1ac119543ada334d9deb3ca80353
QI-2026-00115,IP,Mass Production,Renault-Nissan,Sandero,XJI,2026-04-28,2026-04-28,null,null,2026-05-07,N,2026-05-09,Complete,In-Line(OE),Africa,1035785,Damaged(Undefined),Damaged Tire,S/W,Deformation to the tires (damage from bead until shoulder area),- Request to OE Europe or technical service team to visit and check directly tire condition and process in customer assembly line (Somaca_Renault),"The tires have damaging from the bead area to the shoulder. Possible defect tire is deformation during shipment process or handling 
in customer logistic line.","About building process there normal parameter setting, and on  curing process the PA joint confirmed parallel with DOT position which rarely experiences defects while damage position not on carcass joint. 
So, based on internal investigation the deformation caused of external impact during shipment or handling in customer.",No bulge/issue issue (not over max. spec) that missing sent to customer. Overall OE grade,No Issue,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19dd1ac119543ada334d9deb3ca80353
QI-2026-00113,JP,Development,BMW,X3,NA6,2026-04-24,2026-04-24,null,null,null,null,null,On-going,Internal,ASIA(China),1032309,Performance,R&H,Dry handling,"1. 배경
   : BMW NA6 255/40R21 (1032309, JP) PZS 제출 전 내부 평가 결과 승인품 대비 0.25 ↓ 성능 차이 확인.
      당사 담당 BMW Driver(Bayona) 평가 결과  유럽용 동일 차량 납품 중인 MP 255/40R21( 1031848 )과 성능 차이 확연히 구별된다는 의견임.
      → PZS Sample의 경우 현 스펙으로 우선 제출하며( 100% PZS 일정 4월말 ), 성능 저하에 대한 제조 문제 여부 확인하여 선 대응 코자 함.
       ( ※ PR800에 의거 PZS 샘플의 경우 -0.5까지 용인 되는것으로 표기 되어 있으나 동종 유럽용 동종 차량 개발 규격 경우 -0.25 차이에도 개선 요청한 이력이 있음 )  

2. 변경 사항
    :  Technical approval Spec. (1032309X35 ) 대비  
        -. 보강벨트 Hyosung → KOLON
        -. Belt lift율 0.002 ( minor change, KOLON 변경으로 인한 OD 확보위해 적용)
        -. Tread ga. ( UTG.sho Cap gauge 확보 )  적용

3. 요청 사항
      -. Technicla approval 받은 시험용 (1032309X35 ) 이후 제조 한 1032309V01, 1032309V02 Spec.에 대하여 제조 이상 유무 확인 부탁드립니다.
      -. 더 자세한 설명이 필요한 경우 말씀 부탁드립니다.",-,null,null,null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19dbe4bce02104dac1f30231ecb1a956
QI-2026-00110,JP,Tech Service Only - Local,Toyota,Sienna,031D,2024-08-01,2026-04-20,null,null,2026-04-20,null,null,On-going,Filed,ASIA(China),1026750,Endurance,Separation,T/D,"- 중국 '24년 하반기 부터 Bare Steel wire 증가함('24~'25년 :  1,752개 → 4,352개)
  : 25년 기준 2개 규격(M-code 3개) 제품이 Bare Steel wire의 73% 차지함
  1) K127E 235/50R20V XL (1026750) 61% : FAW Toyota Sienna(Toyota Granvia)
  2) H308 205/55R16V H308 (1022258) 9% : FAW Toyota Corolla
  3) H308 205/55R16V H308 (1031058) 3%  : FAW Toyota Corolla

- 중국 남부지역에서 메인으로 발생함",-  2규격(M-code 3개) I/L Ga. 0.9mm → 1.1mm 변경 완료('26.01.07)," I/L Ga. 0.9mm → 1.1mm 변경 완료('26.01.07)
 -> 2규격(M-code 3개)",null,I/L Ga. 부족,I/L Ga. 0.9mm → 1.1mm 변경,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19da93e08814976a674c6b493439c2d9
QI-2026-00111,MP,Mass Production,Porsche,Cayenne,PO536 PA,2026-04-20,2026-04-20,null,null,2026-05-21,N,2026-05-21,Complete,Warehouse,Europe,1027581,Logistic,Warehouse/Delievery,Old DOT,The shipment from Hungary in time ( 2025 may ) with proper DOT number within the OE limit but on the warehouse ( Sundl to Glovis ) than the tires went older than OE limit and shipped to Gundlach SK than returned to Hungary Plant. So the suspected reason is that the warehouse not managed well the products based on their DOT information.,Review background / history of shipment and handle the returned tire.,"8D not required , tires are shipped back to Hungary . Sundl WH changed for Hyundai Glovis , the stock is transfered there and the tires became old so HK Mp) delivered in time","Tire ship back to Mp) and handled , move to RE location.",New W/H transfered stock,Stock is checked,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19da9c1e79c3302b054ec0f917512fc5
QI-2026-00112,MP,Tech Service Only - Local,null,null,null,2025-06-01,2026-04-20,null,null,2026-04-21,null,null,On-going,Filed,Europe,1024362,Policy,Chip-cut,Tread Lamination,OE품 K125 트레드 뜯김 (미가류),"약품 중량 모니터링 강화 (MES 연계)
Visual Camera 운영 (투약실시여부 판단)","약품 중량 모니터링 강화 (MES 연계)
Visual Camera 운영 (투약실시여부 판단)",null,OE품 K125 트레드 뜯김 (미가류),'약품 중량 모니터링 강화 (MES 연계) Visual Camera 운영 (투약실시여부 판단),https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19da9fbad32e557d98b71270c9aa8c6b
QI-2026-00106,CP,Tech Service Only - Local,null,null,null,2025-10-02,2026-04-16,Y,2025-10-31,2026-04-19,null,null,On-going,Filed,North America,3002789,Policy,T/D SEPA,Tread Separation/Burst,"북미 지역 DM09, AM09, AL50 등 TBR 상품에서 T/D Sepa. 가 다수 접수됨",고품 송부하여 분석 실시,고품 분석 실시하여 Sub T/D 변경으로 인한 원인 확인.  전공장 Sub T/D 컴파운드 2세대(중국 공장 일부 규격은 1세대)로 환원 실시,null,Sub Tread 변경,Sub Tread 3세대 -&gt; 2세대 환원,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19d94f609f9446b49877b6f8abd786c8
QI-2026-00105,TP,Tech Service Only - Local,null,null,null,2026-01-10,2026-04-16,null,null,2026-04-19,null,null,On-going,Internal,North America,1030318,Policy,Non-conformity_Manufacturing,Branding Damage,"UTQG 등급 확정후 각인 요청하였으나, DIS 사이드월 도면 출도시 해당 내용 누락으로 미각인 Mold 제조
양시 승인 및 양산 초회검사에서 타이어 실물과 문자시방 내용 상이하나 검출하지 못함","1. 창고 재고 Block
2. NHTSA 신고",문자시방 자동 판독 장치를 활용한 초회검사 실시 및 UTQG 특별관리 항목으로 지정 ,null,초회검사 Miss,자동 판독 장치를 활용한 초회검사 실시,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19d949d95fd1de839bedee6de6211de8
QI-2026-00109,MP,Mass Production,VW,Enyaq,SK316/5EU,2026-04-16,2026-04-16,null,null,2026-05-13,N,2026-05-19,Complete,Filed,Europe,1029031,Performance,NVH,Vibration,null,Review the quality and production history.,"We checked that tire, where much balance weight used in the rim with our Hunter balance M/C in a different rim. On that rim only 35g balance weight needed to be in balanced the complete wheel. Our opinion is that the rim has deformation/balance issue. Possible at that speed range cause the humming.",Rejected by HK due to the wheel issue caused.,"We checked that tire, where much balance weight used in the rim with our Hunter balance M/C in a different rim. On that rim only 35g balance weight needed to be in balanced the complete wheel. Our opinion is that the rim has deformation/balance issue. Possible at that speed range cause the humming.","Also need to point out that all claimed tires fitted to the rim within TUZ (calculation use the radial force variation, first harmonic, radial and lateral runout values) tolerance is also an evidence for that, there were no any issue at fitting company too.",https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19d967e866624fb5a8a85ebdc9c81e0e
QI-2026-00108,MP,Mass Production,Audi,A3,A3 CC,2026-04-16,2026-04-16,null,null,2026-05-13,Y,2026-05-19,Complete,Non-official(In-line),Europe,1028066,In-Line,Wheel Assembly,Air Leak ,null,Review the production and quality history,Rootcause analized corrective action implemented 8D report sent to customer,8D implemented to customer and Human Error caused with education reinforcement.,"This tire was inspected by the operator you can see above. Like it was said before, this type of faults have to be detected by the visual inspector. This is a human error caused non detection.",requested the Quality Assurance team for an OPL for their operators.,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19d9636ef61baf87d8a995e20a66ed71
QI-2026-00107,MP,Mass Production,Audi,A4/5,null,2026-04-16,2026-04-16,null,null,2026-05-13,N,2026-05-19,Complete,In-Line(OE),Europe,1031895,ETC,ETC,ETC,Damaging on the wheel and customer thinks that it caused by the Hankook product.,Review and initiate internal investigation.,8 D report done / sent to customer / according to the internal test results HK tire has no any impact on this issue.,8 D implemented. Wheel scratch not belongs to HK.,Bead Compression and CTL investigation done,Due to no deviation and no impact from HK so not need further investigation,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19d9623d62ec1978536f809c8905ab4c
QI-2026-00104,JP,Tech Service Only - Local,VW,Passat,MAGOTAN B8L PA,2024-01-01,2026-04-15,null,null,2026-04-20,null,null,On-going,Filed,ASIA(China),1028485,Endurance,Crack,Groove crack,"- 중국 K127 계열에서 다시 Groove Crack 증가함 ('24~'25년  : 28억 → 71억)
  : K127계열이  전체의 약 94%를 차지하며, 아래 4개 규격이 75%를 점유함. 
    1) 1028485  235/45R18W K127 (FAW Magotan)
    2) 1027058  235/50R19  K127A (FAW Tayron)
    3) 1027056 235/55R18V K127A (FAW Tayron)
    4) 1025505 235/50R19V K127A (FAW Tiguan)

- Lateral이 주로 점유하던 양상이 Main+Lateral Groove crack 이 전체 발생하는 양상으로 변화함. 


","1) 노방제 추가 증량 : 6C/Wax 2.5/1.5 → 3.0/2.0 phr
2) Shoulder부 Cap ga. 확보 : Min 0.5mm, Target 0.7mm 이상",Tread Cap Ga. 확보 및 컴파운드 노방제함량 증대/물성 개선,null,컴파운드 노방제 부족/ 컴파운드 물성 개선 필요 (타사대비 Toughness부족),"노방제 함량 증량 및 Wt%로 가이드 완(6C/RD/Wax=1.0%/0.9%/0.9%, no recoup)",https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19d8f5e825162c07caa5b793ac555b5d
QI-2026-00104,JP,Tech Service Only - Local,VW,Passat,MAGOTAN B8L PA,2024-01-01,2026-04-15,null,null,2026-04-20,null,null,On-going,Filed,ASIA(China),1028485,Endurance,Crack,Groove crack,"- 중국 K127 계열에서 다시 Groove Crack 증가함 ('24~'25년  : 28억 → 71억)
  : K127계열이  전체의 약 94%를 차지하며, 아래 4개 규격이 75%를 점유함. 
    1) 1028485  235/45R18W K127 (FAW Magotan)
    2) 1027058  235/50R19  K127A (FAW Tayron)
    3) 1027056 235/55R18V K127A (FAW Tayron)
    4) 1025505 235/50R19V K127A (FAW Tiguan)

- Lateral이 주로 점유하던 양상이 Main+Lateral Groove crack 이 전체 발생하는 양상으로 변화함. 


","1) 노방제 추가 증량 : 6C/Wax 2.5/1.5 → 3.0/2.0 phr
2) Shoulder부 Cap ga. 확보 : Min 0.5mm, Target 0.7mm 이상",Tread Cap Ga. 확보 및 컴파운드 노방제함량 증대/물성 개선,null,Tread Cap Ga. 부족,"Cap Ga. 기준강화(min 0.5mm, Target 0.7mm)/ 가변형SubTread+S자와인딩",https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19d8f5e825162c07caa5b793ac555b5d
QI-2026-00098,JP,Tech Service Only - Local,null,null,null,2025-03-01,2026-04-14,null,null,2026-04-15,null,null,On-going,Warehouse,Europe,1029727,Policy,Ozone Crack,Tread Ozone Crack,프랑스 스텔란티스 창고 3년 보관된 제품내 오존크랙,장기보관 / 보관상태 미흡 / 리젝트함,장기보관 / 보관상태 미흡 / 리젝트함,null,프랑스 스텔란티스 창고 3년 보관된 제품내 오존크랙,장기보관 / 보관상태 미흡 / 리젝트함,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19d8b6516db63aa6760924747346bac1
QI-2026-00097,KP,Tech Service Only - Local,null,null,null,2025-08-01,2026-04-14,Y,2025-11-03,2026-04-15,null,null,On-going,Filed,Europe,3003421,Policy,BEAD SEPA,Bead Separation,AH51 비드 세파　,"고품 분석 완료, 가혹한 사용조건 ","고품 분석 완료, 가혹한 사용조건 ",null,'AH51 비드 세파　,"'고품 분석 완료, 가혹한 사용조건",https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19d8b3d03fdd62dc6824993aa6c188e1
QI-2026-00099,DP,Tech Service Only - Local,null,null,null,2025-05-01,2026-04-14,null,null,2026-04-15,null,null,On-going,Warehouse,Europe,1026408,Policy,Non-conformity_Shipping,Deformation,폴란드 DFC 로 디폼발생으로 거래선 불만제기,복원 프로세스 처리 (206개 복원 / 26개 리젝트),복원 프로세스 처리 (206개 복원 / 26개 리젝트),null,폴란드 DFC 로 디폼발생으로 거래선 불만제기,복원 프로세스 처리 (206개 복원 / 26개 리젝트),https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19d8b6f6f9e38ea0d18ed73336799db0
QI-2026-00103,DP,Tech Service Only - Local,null,null,null,2025-12-01,2026-04-14,null,null,2026-04-15,null,null,On-going,Filed,Europe,1035889,Policy,Sidewall Crack,Sidewall Crack,외관 콜드 크랙 발생,독일법인 → Hankook Competition Europe(레이싱 타이어 전문 딜러 사) 창고보관 온도 관리 개선 추진,독일법인 → Hankook Competition Europe(레이싱 타이어 전문 딜러 사) 창고보관 온도 관리 개선 추진,null,외관 콜드 크랙 발생,독일법인 → Hankook Competition Europe(레이싱 타이어 전문 딜러 사) 창고보관 온도 관리 개선 추진,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19d8ba4e091b9d4b11bc452705c13132
QI-2026-00100,MP,Tech Service Only - Local,null,null,null,2025-02-01,2026-04-14,null,null,2026-04-15,null,null,On-going,In-Line(OE),Europe,1028977,Policy,Non-conformity_Manufacturing,Silent Foam Nonconformity,폼 실란트 흘러 내림,블라더 코팅제 미도포 / 블라도 코팅 버튼 시스템 반영,블라더 코팅제 미도포 / 블라도 코팅 버튼 시스템 반영,null,폼 실란트 흘러 내림,블라더 코팅제 미도포 / 블라도 코팅 버튼 시스템 반영,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19d8b78139b2fe021f78386b57423838
QI-2026-00101,MP,Tech Service Only - Local,null,null,null,2025-11-01,2026-04-14,null,null,2026-04-15,null,null,On-going,In-Line(OE),Europe,1028262,Policy,Etc.,Miscellaneous,DOT Missing,"부적합품 출하, 외관검사 집중 관리","부적합품 출하, 외관검사 집중 관리",null,DOT Missing,"부적합품 출하, 외관검사 집중 관리",https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19d8b88f902837d435db8602fd814ee0
QI-2026-00102,JP,Tech Service Only - Local,null,null,null,2026-01-01,2026-04-14,null,null,2026-04-15,null,null,On-going,Warehouse,Europe,1034649,Policy,Non-conformity_Manufacturing,Old Stock,"1501본, 곰팡이 발생",세척후 재판매 추진,세척후 재판매 추진,null,"1501본, 곰팡이 발생",세척후 재판매 추진,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19d8b9ad222d1300d759618a2fe5a2c4
QI-2026-00096,HP,Tech Service Only - Local,null,null,null,2025-08-07,2026-04-14,null,null,2026-04-14,Y,2026-04-14,Complete,Filed,ASIA(South East),3003936,Policy,Etc.,Miscellaneous,"1. 25년 8월 7일 인니 거래선 지속적인 barcode laser marking 불만 이슈 접수하여 긴급 개선 필요
  - laser marking 위치 고정하지 않아 찾기 어려움(널링부, 숄더부 등에 마킹)
  - 마킹 depth 얕아 S/W에 먼지/흙 묻거나 널링부에 마킹 시 선명도 부족 ",인니시장 제품 출하 전 레이저 마킹 검사 추가하여 합격시 날인,null,"1. 임시조치사항
  - Laser Marking CCTV 수동 확인 빈도↑, 입고전 재확인 수량 30본/조→60본/조
  - 인니 제품 출하전 laser marking 검사 추가하여 합격시 날인
2. 근본개선 대책
  - 기존 설비 바탕으로 글씨 크기 및 위치 개선
  - Laser Marking 위치 고정화
  - 설비 Replacement (투자)",null,null,https://egqms.hankooktech.com/OE_Quality_Issue/OE_QualityIssue_Popup.html?callid=filter&cqmsQualityIssueSeq=19d8a3b0bac416e764dedafd131103fe
